MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,YearBuilt,YearRemodAdd,GarageYrBlt,MoSold,GarageCars,Fireplaces,TotRmsAbvGrd,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,OverallQual,OverallCond,YrSold,MSSubClass,LowQualFinSF,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,'\'(62.6-93.9]\'','\'(-inf-17636]\'','\'(-inf-160]\'','\'(-inf-564.4]\'','\'(-inf-112.7]\'','\'(762.8-953.5]\'','\'(611-1222]\'','\'(-inf-903.9]\'','\'(805.5-966.6]\'','\'(1612.4-2116.1]\'','\'(425.4-567.2]\'','\'(73.6-147.2]\'','\'(41.8-83.6]\'','\'(-inf-55.2]\'','\'(1995.3-inf)\'','\'(1998-2004]\'','\'(1809-inf)\'','\'(8.7-9.8]\'','\'(1.6-2]\'','\'(-inf-0.3]\'','\'(7.4-8.5]\'','\'(-inf-0.3]\'','\'(-inf-0.2]\'','\'(1.8-2.1]\'','\'(0.8-1]\'','\'(2.4-3.2]\'','\'(0.9-1.2]\'','\'(6.5-7.2]\'','\'(4.8-5.5]\'','\'(2006.8-2007.2]\'','\'(54-71]\'','\'(-inf-52.8]\'','\'(-inf-50.8]\'','\'(-inf-44]\'','\'(-inf-64.8]\'','\'(-inf-1550]\'',180000
RM,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Family,'\'(31.3-62.6]\'','\'(-inf-17636]\'','\'(480-640]\'','\'(1128.8-1693.2]\'','\'(-inf-112.7]\'','\'(-inf-190.7]\'','\'(1222-1833]\'','\'(1324.8-1745.7]\'','\'(-inf-161.1]\'','\'(1612.4-2116.1]\'','\'(425.4-567.2]\'','\'(73.6-147.2]\'','\'(-inf-41.8]\'','\'(-inf-55.2]\'','\'(1995.3-inf)\'','\'(2004-inf)\'','\'(1809-inf)\'','\'(10.9-inf)\'','\'(1.6-2]\'','\'(0.9-1.2]\'','\'(4.1-5.2]\'','\'(0.9-1.2]\'','\'(0.8-1]\'','\'(1.8-2.1]\'','\'(-inf-0.2]\'','\'(1.6-2.4]\'','\'(0.9-1.2]\'','\'(7.9-8.6]\'','\'(4.8-5.5]\'','\'(2006.8-2007.2]\'','\'(105-122]\'','\'(-inf-52.8]\'','\'(-inf-50.8]\'','\'(132-176]\'','\'(-inf-64.8]\'','\'(-inf-1550]\'',235000
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,'\'(62.6-93.9]\'','\'(-inf-17636]\'','\'(-inf-160]\'','\'(-inf-564.4]\'','\'(-inf-112.7]\'','\'(762.8-953.5]\'','\'(611-1222]\'','\'(-inf-903.9]\'','\'(805.5-966.6]\'','\'(1612.4-2116.1]\'','\'(425.4-567.2]\'','\'(73.6-147.2]\'','\'(41.8-83.6]\'','\'(-inf-55.2]\'','\'(1995.3-inf)\'','\'(1998-2004]\'','\'(1809-inf)\'','\'(10.9-inf)\'','\'(1.6-2]\'','\'(-inf-0.3]\'','\'(5.2-6.3]\'','\'(-inf-0.3]\'','\'(-inf-0.2]\'','\'(1.8-2.1]\'','\'(0.8-1]\'','\'(2.4-3.2]\'','\'(0.9-1.2]\'','\'(5.8-6.5]\'','\'(4.8-5.5]\'','\'(2007.6-2008]\'','\'(54-71]\'','\'(-inf-52.8]\'','\'(-inf-50.8]\'','\'(-inf-44]\'','\'(-inf-64.8]\'','\'(-inf-1550]\'',173000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Gd,LwQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Min1,NA,Attchd,RFn,TA,TA,Y,NA,MnPrv,NA,CWD,Normal,'\'(62.6-93.9]\'','\'(-inf-17636]\'','\'(-inf-160]\'','\'(-inf-564.4]\'','\'(563.5-676.2]\'','\'(381.4-572.1]\'','\'(1222-1833]\'','\'(903.9-1324.8]\'','\'(-inf-161.1]\'','\'(1108.7-1612.4]\'','\'(283.6-425.4]\'','\'(294.4-368]\'','\'(-inf-41.8]\'','\'(-inf-55.2]\'','\'(1954.2-1967.9]\'','\'(1986-1992]\'','\'(1809-inf)\'','\'(9.8-10.9]\'','\'(0.8-1.2]\'','\'(-inf-0.3]\'','\'(6.3-7.4]\'','\'(-inf-0.3]\'','\'(0.8-1]\'','\'(1.8-2.1]\'','\'(-inf-0.2]\'','\'(2.4-3.2]\'','\'(0.9-1.2]\'','\'(5.8-6.5]\'','\'(6.9-7.6]\'','\'(2006.8-2007.2]\'','\'(71-88]\'','\'(-inf-52.8]\'','\'(-inf-50.8]\'','\'(-inf-44]\'','\'(-inf-64.8]\'','\'(-inf-1550]\'',158000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,'\'(62.6-93.9]\'','\'(-inf-17636]\'','\'(-inf-160]\'','\'(564.4-1128.8]\'','\'(-inf-112.7]\'','\'(381.4-572.1]\'','\'(1222-1833]\'','\'(903.9-1324.8]\'','\'(-inf-161.1]\'','\'(1108.7-1612.4]\'','\'(283.6-425.4]\'','\'(220.8-294.4]\'','\'(-inf-41.8]\'','\'(-inf-55.2]\'','\'(1954.2-1967.9]\'','\'(1956-1962]\'','\'(1809-inf)\'','\'(5.4-6.5]\'','\'(0.8-1.2]\'','\'(-inf-0.3]\'','\'(4.1-5.2]\'','\'(0.9-1.2]\'','\'(-inf-0.2]\'','\'(0.9-1.2]\'','\'(-inf-0.2]\'','\'(2.4-3.2]\'','\'(0.9-1.2]\'','\'(4.4-5.1]\'','\'(5.5-6.2]\'','\'(2009.6-inf)\'','\'(-inf-37]\'','\'(-inf-52.8]\'','\'(-inf-50.8]\'','\'(-inf-44]\'','\'(-inf-64.8]\'','\'(-inf-1550]\'',145000
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,'\'(62.6-93.9]\'','\'(-inf-17636]\'','\'(160-320]\'','\'(-inf-564.4]\'','\'(-inf-112.7]\'','\'(953.5-1144.2]\'','\'(611-1222]\'','\'(903.9-1324.8]\'','\'(1127.7-1288.8]\'','\'(2116.1-2619.8]\'','\'(425.4-567.2]\'','\'(147.2-220.8]\'','\'(-inf-41.8]\'','\'(-inf-55.2]\'','\'(1995.3-inf)\'','\'(1998-2004]\'','\'(1809-inf)\'','\'(-inf-2.1]\'','\'(1.6-2]\'','\'(0.9-1.2]\'','\'(7.4-8.5]\'','\'(-inf-0.3]\'','\'(-inf-0.2]\'','\'(1.8-2.1]\'','\'(0.8-1]\'','\'(3.2-4]\'','\'(0.9-1.2]\'','\'(6.5-7.2]\'','\'(4.8-5.5]\'','\'(-inf-2006.4]\'','\'(54-71]\'','\'(-inf-52.8]\'','\'(-inf-50.8]\'','\'(-inf-44]\'','\'(-inf-64.8]\'','\'(-inf-1550]\'',230000
FV,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,'\'(62.6-93.9]\'','\'(-inf-17636]\'','\'(-inf-160]\'','\'(-inf-564.4]\'','\'(-inf-112.7]\'','\'(190.7-381.4]\'','\'(611-1222]\'','\'(-inf-903.9]\'','\'(805.5-966.6]\'','\'(1612.4-2116.1]\'','\'(567.2-709]\'','\'(147.2-220.8]\'','\'(41.8-83.6]\'','\'(-inf-55.2]\'','\'(1995.3-inf)\'','\'(1998-2004]\'','\'(1809-inf)\'','\'(4.3-5.4]\'','\'(1.6-2]\'','\'(-inf-0.3]\'','\'(6.3-7.4]\'','\'(-inf-0.3]\'','\'(-inf-0.2]\'','\'(1.8-2.1]\'','\'(0.8-1]\'','\'(2.4-3.2]\'','\'(0.9-1.2]\'','\'(5.8-6.5]\'','\'(4.8-5.5]\'','\'(2007.6-2008]\'','\'(54-71]\'','\'(-inf-52.8]\'','\'(-inf-50.8]\'','\'(-inf-44]\'','\'(-inf-64.8]\'','\'(-inf-1550]\'',207500
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Abnorml,'\'(62.6-93.9]\'','\'(-inf-17636]\'','\'(160-320]\'','\'(1128.8-1693.2]\'','\'(-inf-112.7]\'','\'(190.7-381.4]\'','\'(1222-1833]\'','\'(1324.8-1745.7]\'','\'(-inf-161.1]\'','\'(1108.7-1612.4]\'','\'(567.2-709]\'','\'(73.6-147.2]\'','\'(83.6-125.4]\'','\'(-inf-55.2]\'','\'(1995.3-inf)\'','\'(2004-inf)\'','\'(1809-inf)\'','\'(2.1-3.2]\'','\'(1.6-2]\'','\'(0.9-1.2]\'','\'(7.4-8.5]\'','\'(0.9-1.2]\'','\'(-inf-0.2]\'','\'(1.8-2.1]\'','\'(0.8-1]\'','\'(2.4-3.2]\'','\'(0.9-1.2]\'','\'(6.5-7.2]\'','\'(4.8-5.5]\'','\'(2008.8-2009.2]\'','\'(-inf-37]\'','\'(-inf-52.8]\'','\'(-inf-50.8]\'','\'(-inf-44]\'','\'(-inf-64.8]\'','\'(-inf-1550]\'',220000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,'\'(62.6-93.9]\'','\'(-inf-17636]\'','\'(160-320]\'','\'(-inf-564.4]\'','\'(-inf-112.7]\'','\'(572.1-762.8]\'','\'(611-1222]\'','\'(903.9-1324.8]\'','\'(805.5-966.6]\'','\'(1612.4-2116.1]\'','\'(425.4-567.2]\'','\'(-inf-73.6]\'','\'(83.6-125.4]\'','\'(-inf-55.2]\'','\'(1995.3-inf)\'','\'(1998-2004]\'','\'(1809-inf)\'','\'(4.3-5.4]\'','\'(1.6-2]\'','\'(0.9-1.2]\'','\'(6.3-7.4]\'','\'(-inf-0.3]\'','\'(-inf-0.2]\'','\'(1.8-2.1]\'','\'(0.8-1]\'','\'(2.4-3.2]\'','\'(0.9-1.2]\'','\'(6.5-7.2]\'','\'(4.8-5.5]\'','\'(2007.6-2008]\'','\'(54-71]\'','\'(-inf-52.8]\'','\'(203.2-254]\'','\'(-inf-44]\'','\'(-inf-64.8]\'','\'(-inf-1550]\'',231500
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,PConc,NA,NA,NA,NA,NA,GasA,Gd,Y,FuseA,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,'\'(62.6-93.9]\'','\'(-inf-17636]\'','\'(-inf-160]\'','\'(-inf-564.4]\'','\'(-inf-112.7]\'','\'(-inf-190.7]\'','\'(-inf-611]\'','\'(-inf-903.9]\'','\'(-inf-161.1]\'','\'(-inf-1108.7]\'','\'(283.6-425.4]\'','\'(-inf-73.6]\'','\'(41.8-83.6]\'','\'(-inf-55.2]\'','\'(1954.2-1967.9]\'','\'(-inf-1956]\'','\'(1809-inf)\'','\'(10.9-inf)\'','\'(0.8-1.2]\'','\'(-inf-0.3]\'','\'(-inf-4.1]\'','\'(-inf-0.3]\'','\'(-inf-0.2]\'','\'(0.9-1.2]\'','\'(-inf-0.2]\'','\'(1.6-2.4]\'','\'(0.9-1.2]\'','\'(4.4-5.1]\'','\'(4.8-5.5]\'','\'(2007.6-2008]\'','\'(-inf-37]\'','\'(-inf-52.8]\'','\'(-inf-50.8]\'','\'(-inf-44]\'','\'(-inf-64.8]\'','\'(-inf-1550]\'',97000
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,Gable,CompShg,'Wd Sdng','Wd Sdng',BrkFace,TA,TA,CBlock,TA,TA,Gd,Rec,ALQ,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,NA,GdWo,NA,WD,Normal,'\'(93.9-125.2]\'','\'(17636-33972]\'','\'(320-480]\'','\'(564.4-1128.8]\'','\'(676.2-788.9]\'','\'(-inf-190.7]\'','\'(1222-1833]\'','\'(1324.8-1745.7]\'','\'(-inf-161.1]\'','\'(1108.7-1612.4]\'','\'(850.8-992.6]\'','\'(-inf-73.6]\'','\'(-inf-41.8]\'','\'(220.8-276]\'','\'(1954.2-1967.9]\'','\'(1956-1962]\'','\'(1809-inf)\'','\'(4.3-5.4]\'','\'(1.6-2]\'','\'(0.9-1.2]\'','\'(5.2-6.3]\'','\'(0.9-1.2]\'','\'(-inf-0.2]\'','\'(0.9-1.2]\'','\'(-inf-0.2]\'','\'(2.4-3.2]\'','\'(0.9-1.2]\'','\'(5.8-6.5]\'','\'(4.8-5.5]\'','\'(2008.8-2009.2]\'','\'(71-88]\'','\'(-inf-52.8]\'','\'(-inf-50.8]\'','\'(-inf-44]\'','\'(-inf-64.8]\'','\'(-inf-1550]\'',176000
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,Gd,Gd,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,NA,GdWo,NA,WD,Normal,'\'(62.6-93.9]\'','\'(-inf-17636]\'','\'(-inf-160]\'','\'(-inf-564.4]\'','\'(-inf-112.7]\'','\'(-inf-190.7]\'','\'(-inf-611]\'','\'(903.9-1324.8]\'','\'(-inf-161.1]\'','\'(1108.7-1612.4]\'','\'(425.4-567.2]\'','\'(220.8-294.4]\'','\'(-inf-41.8]\'','\'(-inf-55.2]\'','\'(1967.9-1981.6]\'','\'(1992-1998]\'','\'(1809-inf)\'','\'(6.5-7.6]\'','\'(1.6-2]\'','\'(0.9-1.2]\'','\'(5.2-6.3]\'','\'(0.9-1.2]\'','\'(-inf-0.2]\'','\'(0.9-1.2]\'','\'(-inf-0.2]\'','\'(2.4-3.2]\'','\'(0.9-1.2]\'','\'(5.8-6.5]\'','\'(6.9-7.6]\'','\'(-inf-2006.4]\'','\'(71-88]\'','\'(-inf-52.8]\'','\'(-inf-50.8]\'','\'(-inf-44]\'','\'(-inf-64.8]\'','\'(-inf-1550]\'',151000
RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,'Wd Sdng','Wd Sdng',None,TA,TA,BrkTil,TA,TA,No,LwQ,ALQ,GasA,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,'\'(31.3-62.6]\'','\'(-inf-17636]\'','\'(-inf-160]\'','\'(-inf-564.4]\'','\'(676.2-788.9]\'','\'(-inf-190.7]\'','\'(611-1222]\'','\'(903.9-1324.8]\'','\'(-inf-161.1]\'','\'(1108.7-1612.4]\'','\'(425.4-567.2]\'','\'(-inf-73.6]\'','\'(-inf-41.8]\'','\'(-inf-55.2]\'','\'(1926.8-1940.5]\'','\'(1998-2004]\'','\'(1809-inf)\'','\'(3.2-4.3]\'','\'(1.6-2]\'','\'(-inf-0.3]\'','\'(5.2-6.3]\'','\'(0.9-1.2]\'','\'(-inf-0.2]\'','\'(0.9-1.2]\'','\'(-inf-0.2]\'','\'(2.4-3.2]\'','\'(0.9-1.2]\'','\'(4.4-5.1]\'','\'(6.9-7.6]\'','\'(2009.6-inf)\'','\'(37-54]\'','\'(369.6-422.4]\'','\'(-inf-50.8]\'','\'(-inf-44]\'','\'(-inf-64.8]\'','\'(-inf-1550]\'',130000
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,GLQ,LwQ,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,GdPrv,NA,WD,Normal,'\'(62.6-93.9]\'','\'(-inf-17636]\'','\'(160-320]\'','\'(564.4-1128.8]\'','\'(225.4-338.1]\'','\'(572.1-762.8]\'','\'(1222-1833]\'','\'(1324.8-1745.7]\'','\'(-inf-161.1]\'','\'(1108.7-1612.4]\'','\'(567.2-709]\'','\'(220.8-294.4]\'','\'(-inf-41.8]\'','\'(-inf-55.2]\'','\'(1967.9-1981.6]\'','\'(1980-1986]\'','\'(1809-inf)\'','\'(5.4-6.5]\'','\'(1.6-2]\'','\'(0.9-1.2]\'','\'(6.3-7.4]\'','\'(-inf-0.3]\'','\'(-inf-0.2]\'','\'(1.8-2.1]\'','\'(-inf-0.2]\'','\'(2.4-3.2]\'','\'(0.9-1.2]\'','\'(5.8-6.5]\'','\'(5.5-6.2]\'','\'(2007.6-2008]\'','\'(-inf-37]\'','\'(-inf-52.8]\'','\'(-inf-50.8]\'','\'(-inf-44]\'','\'(-inf-64.8]\'','\'(-inf-1550]\'',175500
RL,Pave,NA,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,'\'(62.6-93.9]\'','\'(-inf-17636]\'','\'(-inf-160]\'','\'(564.4-1128.8]\'','\'(-inf-112.7]\'','\'(-inf-190.7]\'','\'(611-1222]\'','\'(-inf-903.9]\'','\'(644.4-805.5]\'','\'(1108.7-1612.4]\'','\'(283.6-425.4]\'','\'(73.6-147.2]\'','\'(41.8-83.6]\'','\'(-inf-55.2]\'','\'(1995.3-inf)\'','\'(1992-1998]\'','\'(1809-inf)\'','\'(5.4-6.5]\'','\'(1.6-2]\'','\'(0.9-1.2]\'','\'(7.4-8.5]\'','\'(0.9-1.2]\'','\'(-inf-0.2]\'','\'(1.8-2.1]\'','\'(0.8-1]\'','\'(2.4-3.2]\'','\'(0.9-1.2]\'','\'(5.8-6.5]\'','\'(4.8-5.5]\'','\'(-inf-2006.4]\'','\'(54-71]\'','\'(-inf-52.8]\'','\'(-inf-50.8]\'','\'(-inf-44]\'','\'(-inf-64.8]\'','\'(-inf-1550]\'',185000
RL,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,Gable,CompShg,'Wd Sdng','Wd Sdng',None,TA,TA,PConc,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,'\'(31.3-62.6]\'','\'(-inf-17636]\'','\'(-inf-160]\'','\'(-inf-564.4]\'','\'(-inf-112.7]\'','\'(190.7-381.4]\'','\'(611-1222]\'','\'(903.9-1324.8]\'','\'(644.4-805.5]\'','\'(2116.1-2619.8]\'','\'(141.8-283.6]\'','\'(220.8-294.4]\'','\'(-inf-41.8]\'','\'(-inf-55.2]\'','\'(1926.8-1940.5]\'','\'(1992-1998]\'','\'(1809-inf)\'','\'(6.5-7.6]\'','\'(0.8-1.2]\'','\'(0.9-1.2]\'','\'(7.4-8.5]\'','\'(-inf-0.3]\'','\'(-inf-0.2]\'','\'(1.8-2.1]\'','\'(0.8-1]\'','\'(3.2-4]\'','\'(0.9-1.2]\'','\'(4.4-5.1]\'','\'(7.6-8.3]\'','\'(2007.6-2008]\'','\'(71-88]\'','\'(369.6-422.4]\'','\'(-inf-50.8]\'','\'(-inf-44]\'','\'(-inf-64.8]\'','\'(-inf-1550]\'',179500
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Fin,Ex,Ex,Y,NA,NA,NA,WD,Normal,'\'(62.6-93.9]\'','\'(-inf-17636]\'','\'(-inf-160]\'','\'(-inf-564.4]\'','\'(112.7-225.4]\'','\'(190.7-381.4]\'','\'(611-1222]\'','\'(-inf-903.9]\'','\'(-inf-161.1]\'','\'(-inf-1108.7]\'','\'(850.8-992.6]\'','\'(-inf-73.6]\'','\'(-inf-41.8]\'','\'(-inf-55.2]\'','\'(1926.8-1940.5]\'','\'(-inf-1956]\'','\'(1809-inf)\'','\'(-inf-2.1]\'','\'(0.8-1.2]\'','\'(0.9-1.2]\'','\'(-inf-4.1]\'','\'(-inf-0.3]\'','\'(-inf-0.2]\'','\'(0.9-1.2]\'','\'(-inf-0.2]\'','\'(1.6-2.4]\'','\'(0.9-1.2]\'','\'(4.4-5.1]\'','\'(5.5-6.2]\'','\'(2007.6-2008]\'','\'(-inf-37]\'','\'(-inf-52.8]\'','\'(-inf-50.8]\'','\'(-inf-44]\'','\'(-inf-64.8]\'','\'(-inf-1550]\'',120500
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,TA,Gd,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,Gd,Y,NA,GdPrv,NA,WD,Normal,'\'(-inf-31.3]\'','\'(-inf-17636]\'','\'(160-320]\'','\'(564.4-1128.8]\'','\'(-inf-112.7]\'','\'(381.4-572.1]\'','\'(611-1222]\'','\'(903.9-1324.8]\'','\'(-inf-161.1]\'','\'(1108.7-1612.4]\'','\'(425.4-567.2]\'','\'(368-441.6]\'','\'(-inf-41.8]\'','\'(-inf-55.2]\'','\'(1967.9-1981.6]\'','\'(1974-1980]\'','\'(1809-inf)\'','\'(4.3-5.4]\'','\'(0.8-1.2]\'','\'(0.9-1.2]\'','\'(5.2-6.3]\'','\'(0.9-1.2]\'','\'(-inf-0.2]\'','\'(0.9-1.2]\'','\'(0.8-1]\'','\'(2.4-3.2]\'','\'(0.9-1.2]\'','\'(5.8-6.5]\'','\'(6.9-7.6]\'','\'(2006.8-2007.2]\'','\'(-inf-37]\'','\'(-inf-52.8]\'','\'(-inf-50.8]\'','\'(-inf-44]\'','\'(-inf-64.8]\'','\'(-inf-1550]\'',148000
RL,Pave,NA,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,Flat,Membran,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,GasA,Ex,Y,SBrkr,TA,Mod,TA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,'\'(62.6-93.9]\'','\'(33972-50308]\'','\'(-inf-160]\'','\'(-inf-564.4]\'','\'(1014.3-inf)\'','\'(-inf-190.7]\'','\'(1222-1833]\'','\'(1324.8-1745.7]\'','\'(-inf-161.1]\'','\'(1108.7-1612.4]\'','\'(425.4-567.2]\'','\'(73.6-147.2]\'','\'(-inf-41.8]\'','\'(-inf-55.2]\'','\'(1940.5-1954.2]\'','\'(2004-inf)\'','\'(1809-inf)\'','\'(3.2-4.3]\'','\'(1.6-2]\'','\'(1.8-2.1]\'','\'(4.1-5.2]\'','\'(0.9-1.2]\'','\'(-inf-0.2]\'','\'(0.9-1.2]\'','\'(-inf-0.2]\'','\'(1.6-2.4]\'','\'(0.9-1.2]\'','\'(6.5-7.2]\'','\'(6.9-7.6]\'','\'(2007.6-2008]\'','\'(-inf-37]\'','\'(-inf-52.8]\'','\'(-inf-50.8]\'','\'(-inf-44]\'','\'(-inf-64.8]\'','\'(-inf-1550]\'',241500
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,'Wd Sdng','Wd Sdng',BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,Gd,Y,SBrkr,TA,Min1,Gd,Attchd,RFn,TA,TA,Y,NA,MnPrv,NA,WD,Normal,'\'(62.6-93.9]\'','\'(-inf-17636]\'','\'(160-320]\'','\'(564.4-1128.8]\'','\'(563.5-676.2]\'','\'(-inf-190.7]\'','\'(1222-1833]\'','\'(1324.8-1745.7]\'','\'(-inf-161.1]\'','\'(1612.4-2116.1]\'','\'(283.6-425.4]\'','\'(220.8-294.4]\'','\'(-inf-41.8]\'','\'(-inf-55.2]\'','\'(1954.2-1967.9]\'','\'(1986-1992]\'','\'(1809-inf)\'','\'(3.2-4.3]\'','\'(0.8-1.2]\'','\'(0.9-1.2]\'','\'(5.2-6.3]\'','\'(0.9-1.2]\'','\'(-inf-0.2]\'','\'(1.8-2.1]\'','\'(-inf-0.2]\'','\'(2.4-3.2]\'','\'(0.9-1.2]\'','\'(5.8-6.5]\'','\'(5.5-6.2]\'','\'(2008.8-2009.2]\'','\'(-inf-37]\'','\'(-inf-52.8]\'','\'(-inf-50.8]\'','\'(-inf-44]\'','\'(-inf-64.8]\'','\'(-inf-1550]\'',139000
