MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,YearBuilt,YearRemodAdd,GarageYrBlt,MoSold,GarageCars,Fireplaces,TotRmsAbvGrd,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,OverallQual,OverallCond,YrSold,MSSubClass,LowQualFinSF,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice
RL,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,0,0.071425,0,0.130581,0,0.091767,0.149264,0.101924,0,0.060949,0.248237,0.190217,0,0,0.656934,0.2,0.976119,0.727273,0.25,0,0.090909,0.333333,0,0.333333,0,0.25,0.333333,0.285714,0.571429,0.5,0,0,0,0.4,0,0,144000
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y,NA,GdWo,NA,WD,Normal,0,0.058888,0.1325,0.129872,0,0.27268,0.205074,0.182941,0,0.128648,0.248237,0,0.509569,0.318841,0.642336,0.166667,0.975124,0.363636,0.25,0.333333,0.181818,0.333333,0,0.333333,0.5,0.25,0.333333,0.428571,0.428571,0.5,0,0,0,0,0,0,157000
RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,'Wd Sdng','Wd Sdng',None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,GdPrv,NA,WD,Normal,0.162939,0.029505,0,0,0,0.436287,0.13617,0.088144,0,0.049434,0.406206,0.065217,0.267943,0,0.416058,0.85,0.990547,0.545455,0.5,0,0.181818,0,0,0.333333,0,0.25,0.333333,0.571429,0.857143,0.25,0.147059,0,0,0,0,0,132000
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,'Wd Sdng','Wd Sdng',BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,Shed,WD,Normal,0,0.060853,0.1125,0.10241,0,0.223388,0.164321,0.123782,0,0.079214,0.338505,0,0,0,0.715328,0.333333,0.9801,0.181818,0.5,0.333333,0.181818,0.333333,0,0.333333,0,0.25,0.333333,0.428571,0.714286,1,0,0,0,0,0,0.045161,149000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,Slab,NA,NA,NA,NA,NA,GasA,TA,Y,SBrkr,TA,Typ,NA,CarPort,Unf,TA,TA,Y,NA,NA,Shed,WD,Normal,0.230032,0.058099,0,0,0,0,0,0.193158,0,0.137185,0.363893,0,0,0,0.693431,0.283333,0.978607,0.818182,0.5,0,0.272727,0,0,0.666667,0,0.25,0.666667,0.142857,0.428571,0,0.411765,0,0,0,0,0.032258,90000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,0.210863,0.075875,0,0.114458,0,0.245412,0.182324,0.149917,0,0.101052,0.406206,0,0.244019,0,0.963504,0.9,0.997015,0.454545,0.5,0,0.272727,0.333333,0,0.333333,0.5,0.375,0.333333,0.285714,0.428571,0.5,0,0,0,0,0,0,159000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,NA,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,COD,Abnorml,0.223642,0.03832,0,0.089298,0,0.275302,0.168412,0.203374,0,0.145722,0.207334,0,0,0,0.627737,0.25,0.974129,0.363636,0.25,0,0.272727,0,0,0.333333,0,0.375,0.333333,0.285714,0.571429,0.75,0,0,0,0,0,0,139000
RM,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,'Wd Sdng','Wd Sdng',None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseF,Gd,Typ,Gd,Attchd,Unf,TA,TA,N,NA,GdPrv,NA,WD,Normal,0.182109,0.037641,0,0,0,0.334033,0.104255,0.148491,0,0.099861,0.197461,0,0,0.371377,0.423358,0,0.960199,0.454545,0.25,0.333333,0.272727,0,0,0.333333,0,0.375,0.333333,0.571429,0.714286,0.25,0.147059,0,0,0,0,0,139400
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,0.239617,0.051677,0.175625,0,0,0.93183,0.290835,0.311713,0,0.236252,0.376587,0.232337,0.380383,0,0.948905,0.866667,0.99602,0.727273,0.5,0.333333,0.363636,0,0,0.666667,0,0.375,0.333333,0.714286,0.428571,0.5,0,0,0,0,0,0,230000
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,0.140575,0.017899,0,0.148831,0,0.104877,0.170213,0.137087,0,0.090332,0.403385,0.13587,0.263158,0,0.759124,0.433333,0.983085,0.454545,0.5,0.333333,0.272727,0.333333,0,0.333333,0,0.375,0.333333,0.285714,0.714286,0.25,0.588235,0,0,0,0,0,129900
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,Gd,CBlock,TA,TA,Mn,Rec,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,0,0.04252,0,0.03331,0.592724,0.106974,0.173486,0.137087,0,0.090332,0.190409,0.55163,0.215311,0,0.70073,0.85,0.979104,0.363636,0.25,0.333333,0.272727,0.333333,0,0.333333,0,0.375,0.333333,0.285714,0.857143,1,0,0,0,0,0,0,154000
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,'Wd Sdng','Wd Sdng',None,TA,TA,CBlock,TA,TA,Mn,BLQ,Rec,GasA,TA,Y,SBrkr,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,0.191693,0.036117,0,0.04146,0.431233,0.094389,0.1473,0.099073,0,0.058567,0.406206,0.30163,0.076555,0,0.576642,0.833333,0.997512,0.363636,0.5,0,0.181818,0,0.5,0.333333,0,0.375,0.333333,0.285714,0.714286,1,0,0,0,0,0,0,134800
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Gd,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,0.15016,0.09195,0,0.226258,0,0.108547,0.242881,0.265384,0,0.197538,0.224965,0.391304,0.617225,0,0.620438,0.783333,0.973632,1,0.25,0.666667,0.272727,0.333333,0,0.333333,0,0.25,0.333333,0.285714,0.571429,0,0,0,0,0,0,0,207500
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,NA,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,0,0.044344,0,0,0,0.643943,0.200982,0.177002,0,0.123685,0.191114,0,0.155502,0,0.686131,0.933333,0.978109,0.454545,0.25,0,0.272727,0,0,0.333333,0.5,0.375,0.333333,0.285714,0.571429,0.5,0,0,0,0,0,0,149350
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,0.271565,0.059678,0,0,0,0.64709,0.201964,0.178427,0,0.124876,0.341326,0,0.07177,0,0.985401,0.95,0.998507,0,0.5,0,0.363636,0,0,0.666667,0,0.375,0.333333,0.714286,0.428571,0.5,0,0,0,0,0,0,179900
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,0.223642,0.056636,0,0.180369,0,0.199266,0.228805,0.289142,0,0.217391,0.315233,0,0.090909,0,0.635036,0.15,0.974627,0.272727,0.5,0.333333,0.272727,0,0.5,0.333333,0.5,0.5,0.333333,0.285714,0.428571,1,0,0,0,0,0,0,165500
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,0.357827,0.058515,0,0,0,0.575249,0.179542,0.145878,0,0.097677,0.473907,0.532609,0.15311,0,0.890511,0.75,0.992537,0.454545,0.5,0,0.272727,0,0,0.333333,0.5,0.375,0.333333,0.285714,0.428571,0.75,0,0,0,0,0,0,145000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,'Wd Sdng','Wd Sdng',BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,0.236422,0.04427,0.40625,0.214918,0,0.044048,0.212275,0.193395,0,0.137383,0.351199,0,0,0,0.59854,0.666667,0.972139,0.818182,0.5,0.333333,0.181818,0,0.5,0.333333,0,0.375,0.333333,0.285714,0.571429,0.75,0,0,0,0,0,0,153000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Abnorml,0.217252,0.040536,0,0.129518,0,0.170949,0.172995,0.136374,0,0.089736,0.173484,0,0.124402,0,0.591241,0.95,0.971642,0,0.25,0,0.181818,0.333333,0,0.333333,0,0.375,0.333333,0.285714,0.714286,1,0,0,0,0,0,0,109000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,'Wd Sdng','Wd Sdng',BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,NA,GdWo,NA,WD,Abnorml,0.268371,0.045042,0.063125,0.113926,0,0.233351,0.178069,0.19981,0,0.142744,0.310296,0,0.330144,0,0.678832,0.25,0.977612,1,0.5,0.333333,0.272727,0,0,0.666667,0,0.375,0.333333,0.428571,0.428571,0,0,0,0,0,0,0,160000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,Gd,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,P,NA,NA,NA,WD,Normal,0.367412,0.095525,0,0.171332,0,0.200839,0.220949,0.20076,0,0.143538,0.217207,0,0.248804,0,0.635036,0.15,0.974627,0.545455,0.25,0.666667,0.181818,0,0.5,0.333333,0.5,0.25,0.333333,0.285714,0.571429,0.25,0,0,0,0,0,0,170000
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,ALQ,LwQ,GasA,Gd,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,Gd,Y,NA,MnPrv,NA,WD,Normal,0,0.048237,0,0.132353,0.08252,0,0.13748,0.095272,0,0.05539,0.35543,0.326087,0,0,0.810219,0.55,0.986567,1,0.5,0,0.181818,0.333333,0,0.333333,0,0.25,0.333333,0.285714,0.714286,0.25,0.382353,0,0,0,0,0,144000
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,Av,LwQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,0,0.048359,0,0.04961,0.43567,0.087572,0.153519,0.108102,0,0.066111,0.217207,0.197011,0,0,0.751825,0.5,0.983582,0.545455,0.25,0,0.181818,0.333333,0,0.333333,0,0.375,0.333333,0.285714,0.571429,0.5,0,0,0,0,0,0,130250
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,'Wd Sdng',None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Ex,Y,FuseA,TA,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,0.223642,0.040677,0,0.031715,0.44898,0.243838,0.188216,0.15847,0,0.108199,0.211566,0,0,0,0.635036,0.15,0.974627,0.363636,0.25,0,0.272727,0.333333,0,0.333333,0,0.375,0.333333,0.285714,0.571429,0,0,0,0,0,0,0,141000
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Ex,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Abnorml,0.153355,0.070531,0,0.239369,0,0.043524,0.234697,0.245902,0.391682,0.306532,0.472496,0.228261,0.102871,0,0.956204,0.883333,0.996517,0.636364,0.5,0.333333,0.272727,0.333333,0,0.333333,0.5,0.125,0.333333,0.571429,0.428571,0.75,0.176471,0,0,0.45,0,0,239686
FV,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,0.268371,0.059966,0,0.004252,0,0.855794,0.271031,0.278689,0,0.208656,0.582511,0,0.349282,0,0.978102,0.933333,0.99801,0.545455,0.75,0,0.363636,0,0,0.666667,0,0.375,0.333333,0.714286,0.428571,0.25,0,0,0,0,0,0,249700
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,NA,NA,NA,NA,NA,N,NA,NA,NA,New,Partial,0.105431,0.019319,0,0,0,0.385947,0.120458,0.060109,0.444444,0.168156,0,0,0,0.184783,0.350365,0.966667,0,0.454545,0,0,0.454545,0,0,0.666667,0,0.25,1,0.142857,0.428571,0.75,1,0,0,0,0,0,113000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,0.210863,0.039434,0,0.135188,0,0.100682,0.156301,0.112141,0,0.069486,0.272214,0,0,0,0.686131,0.266667,0.978109,0,0.25,0,0.272727,0.333333,0,0.333333,0,0.375,0.333333,0.285714,0.714286,0.25,0,0,0,0,0,0,127000
RL,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,0,0.07694,0,0.032247,0,0.320923,0.129951,0.073889,0.419615,0.171729,0.273625,0,0.179426,0,0.912409,0.783333,0.993532,0.545455,0.5,0,0.272727,0,0.5,0.666667,0,0.375,0.333333,0.428571,0.571429,0.25,0.235294,0,0,0,0,0,177000
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,'Wd Sdng','Wd Sdng',None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,NA,MnPrv,Shed,WD,Normal,0.166134,0.03024,0,0,0,0.427897,0.133552,0.079116,0,0.113361,0.372355,0.152174,0,0,0.452555,0,0.987562,0.727273,0.5,0.333333,0.272727,0,0,0.333333,0,0.375,0.333333,0.428571,0.571429,0,0.176471,0.681818,0,0,0,0.025806,114500
RM,Grvl,NA,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,Gable,CompShg,'Wd Sdng','Wd Sdng',None,Fa,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,GasA,TA,N,SBrkr,TA,Typ,NA,CarPort,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,0.351438,0.043903,0,0.018427,0.631766,0,0.133552,0.079116,0,0.04189,0.363893,0.144022,0,0,0.664234,0.216667,0.976617,0.363636,0.5,0,0.181818,0.333333,0,0.333333,0,0.25,0.333333,0.285714,0.428571,1,0.411765,0,0,0,0,0,110000
