Id,MSSubClass,MSZoning=RH,MSZoning=RL,MSZoning=RM,MSZoning=FV,'MSZoning=C (all)',LotFrontage,LotArea,Street,Alley,LotShape=Reg,LotShape=IR1,LotShape=IR2,LotShape=IR3,LandContour=Lvl,LandContour=HLS,LandContour=Bnk,LandContour=Low,Utilities,LotConfig=Inside,LotConfig=Corner,LotConfig=FR2,LotConfig=CulDSac,LotConfig=FR3,LandSlope=Gtl,LandSlope=Mod,LandSlope=Sev,Neighborhood=NAmes,Neighborhood=Gilbert,Neighborhood=StoneBr,Neighborhood=BrDale,Neighborhood=NPkVill,Neighborhood=NridgHt,Neighborhood=Blmngtn,Neighborhood=NoRidge,Neighborhood=Somerst,Neighborhood=SawyerW,Neighborhood=Sawyer,Neighborhood=NWAmes,Neighborhood=OldTown,Neighborhood=BrkSide,Neighborhood=ClearCr,Neighborhood=SWISU,Neighborhood=Edwards,Neighborhood=CollgCr,Neighborhood=Crawfor,Neighborhood=Blueste,Neighborhood=IDOTRR,Neighborhood=Mitchel,Neighborhood=Timber,Neighborhood=MeadowV,Neighborhood=Veenker,Condition1=Feedr,Condition1=Norm,Condition1=PosN,Condition1=RRNe,Condition1=Artery,Condition1=RRNn,Condition1=PosA,Condition1=RRAn,Condition1=RRAe,Condition2=Norm,Condition2=Feedr,Condition2=PosA,Condition2=PosN,Condition2=Artery,BldgType=1Fam,BldgType=TwnhsE,BldgType=Twnhs,BldgType=Duplex,BldgType=2fmCon,HouseStyle=1Story,HouseStyle=2Story,HouseStyle=SLvl,HouseStyle=1.5Fin,HouseStyle=SFoyer,HouseStyle=2.5Unf,HouseStyle=1.5Unf,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle=Gable,RoofStyle=Hip,RoofStyle=Gambrel,RoofStyle=Flat,RoofStyle=Mansard,RoofStyle=Shed,RoofMatl=CompShg,RoofMatl=Tar&Grv,RoofMatl=WdShake,RoofMatl=WdShngl,Exterior1st=VinylSd,'Exterior1st=Wd Sdng',Exterior1st=HdBoard,Exterior1st=Plywood,Exterior1st=MetalSd,Exterior1st=CemntBd,Exterior1st=WdShing,Exterior1st=BrkFace,Exterior1st=AsbShng,Exterior1st=BrkComm,Exterior1st=Stucco,Exterior1st=AsphShn,Exterior1st=CBlock,Exterior2nd=VinylSd,'Exterior2nd=Wd Sdng',Exterior2nd=HdBoard,Exterior2nd=Plywood,Exterior2nd=MetalSd,'Exterior2nd=Brk Cmn',Exterior2nd=CmentBd,Exterior2nd=ImStucc,'Exterior2nd=Wd Shng',Exterior2nd=AsbShng,Exterior2nd=Stucco,Exterior2nd=CBlock,Exterior2nd=BrkFace,Exterior2nd=AsphShn,Exterior2nd=Stone,MasVnrType=None,MasVnrType=BrkFace,MasVnrType=Stone,MasVnrType=BrkCmn,MasVnrArea,ExterQual=TA,ExterQual=Gd,ExterQual=Ex,ExterQual=Fa,ExterCond=TA,ExterCond=Gd,ExterCond=Fa,ExterCond=Po,ExterCond=Ex,Foundation=CBlock,Foundation=PConc,Foundation=BrkTil,Foundation=Stone,Foundation=Slab,Foundation=Wood,BsmtQual=TA,BsmtQual=Gd,BsmtQual=Ex,BsmtQual=Fa,BsmtCond=TA,BsmtCond=Po,BsmtCond=Fa,BsmtCond=Gd,BsmtExposure=No,BsmtExposure=Gd,BsmtExposure=Mn,BsmtExposure=Av,BsmtFinType1=Rec,BsmtFinType1=ALQ,BsmtFinType1=GLQ,BsmtFinType1=Unf,BsmtFinType1=BLQ,BsmtFinType1=LwQ,BsmtFinSF1,BsmtFinType2=LwQ,BsmtFinType2=Unf,BsmtFinType2=Rec,BsmtFinType2=BLQ,BsmtFinType2=GLQ,BsmtFinType2=ALQ,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating=GasA,Heating=GasW,Heating=Grav,Heating=Wall,HeatingQC=TA,HeatingQC=Gd,HeatingQC=Ex,HeatingQC=Fa,HeatingQC=Po,CentralAir,Electrical=SBrkr,Electrical=FuseA,Electrical=FuseF,Electrical=FuseP,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual=TA,KitchenQual=Gd,KitchenQual=Ex,KitchenQual=Fa,TotRmsAbvGrd,Functional=Typ,Functional=Min2,Functional=Min1,Functional=Mod,Functional=Maj1,Functional=Sev,Functional=Maj2,Fireplaces,FireplaceQu=TA,FireplaceQu=Gd,FireplaceQu=Po,FireplaceQu=Fa,FireplaceQu=Ex,GarageType=Attchd,GarageType=Detchd,GarageType=BuiltIn,GarageType=Basment,GarageType=2Types,GarageType=CarPort,GarageYrBlt,GarageFinish=Unf,GarageFinish=Fin,GarageFinish=RFn,GarageCars,GarageArea,GarageQual=TA,GarageQual=Fa,GarageQual=Gd,GarageQual=Po,GarageCond=TA,GarageCond=Fa,GarageCond=Gd,GarageCond=Po,GarageCond=Ex,PavedDrive=Y,PavedDrive=N,PavedDrive=P,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence=MnPrv,Fence=GdPrv,Fence=GdWo,Fence=MnWw,MiscFeature=Gar2,MiscFeature=Shed,MiscFeature=Othr,MiscVal,MoSold,YrSold,SaleType=WD,SaleType=COD,SaleType=New,SaleType=ConLD,SaleType=Oth,SaleType=Con,SaleType=ConLw,SaleType=ConLI,SaleType=CWD,SaleCondition
1893,20,0,1,0,0,0,70,11767,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,5,1950,1950,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1078,0,1,0,0,0,0,0,0,1078,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1368,0,0,1368,1,0,1,0,3,1,1,0,0,0,6,0,0,1,0,0,0,0,0,?,?,?,?,?,1,0,0,0,0,0,1950,0,0,1,1,195,1,0,0,0,1,0,0,0,0,1,0,0,0,41,211,0,0,0,?,?,?,?,?,0,1,0,900,6,2009,1,0,0,0,0,0,0,0,0,Normal
1894,90,0,1,0,0,0,65,10926,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,5,1959,1959,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,74,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1678,1678,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1678,0,0,1678,0,0,2,0,6,2,1,0,0,0,10,1,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,0,8,2009,1,0,0,0,0,0,0,0,0,Normal
1895,20,0,1,0,0,0,70,11767,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,5,1956,1956,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,259,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,546,0,1,0,0,0,0,0,604,1150,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1560,0,0,1560,0,0,1,0,2,1,1,0,0,0,7,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1956,1,0,0,1,313,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,0,5,2009,1,0,0,0,0,0,0,0,0,Normal
1896,50,0,1,0,0,0,45,8212,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,6,1941,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,626,0,1,0,0,0,0,0,94,720,1,0,0,0,0,0,1,0,0,0,1,0,0,0,854,444,0,1298,0,0,1,0,3,1,1,0,0,0,6,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1940,1,0,0,1,256,1,0,0,0,1,0,0,0,0,1,0,0,84,0,0,0,0,0,?,?,?,?,?,?,?,?,0,9,2009,1,0,0,0,0,0,0,0,0,Normal
1897,50,1,0,0,0,0,70,6300,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,4,1938,1950,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,88,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,832,0,1,0,0,0,0,0,0,832,1,0,0,0,1,0,0,0,0,0,1,0,0,0,832,436,0,1268,0,0,1,1,3,1,1,0,0,0,7,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1938,1,0,0,1,250,1,0,0,0,1,0,0,0,0,1,0,0,0,0,55,0,0,0,?,?,?,?,?,?,?,?,0,7,2009,1,0,0,0,0,0,0,0,0,Abnorml
1898,70,0,1,0,0,0,43,5707,0,?,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,6,1935,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,583,583,1,0,0,0,0,1,0,0,0,0,0,0,1,0,647,595,0,1242,0,0,1,1,3,1,1,0,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1926,1,0,0,1,180,0,1,0,0,1,0,0,0,0,1,0,0,329,96,0,0,0,0,?,?,?,?,?,?,?,?,0,3,2009,1,0,0,0,0,0,0,0,0,Normal
1899,30,0,1,0,0,0,64,8574,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,8,1916,2000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,816,816,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1232,0,0,1232,0,0,1,0,3,1,0,1,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1916,1,0,0,2,440,1,0,0,0,1,0,0,0,0,1,0,0,0,0,180,0,0,0,?,?,?,?,?,?,?,?,0,10,2009,1,0,0,0,0,0,0,0,0,Normal
1900,70,0,1,0,0,0,53,7155,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,8,1918,1990,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,600,600,1,0,0,0,0,0,1,0,0,0,1,0,0,0,628,600,0,1228,0,0,1,0,3,1,1,0,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1918,1,0,0,1,215,0,1,0,0,1,0,0,0,0,1,0,0,0,113,0,0,195,0,?,1,0,0,0,?,?,?,0,5,2009,1,0,0,0,0,0,0,0,0,Normal
1901,50,0,1,0,0,0,60,13680,0,?,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,6,1940,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,728,0,1,0,0,0,0,0,112,840,1,0,0,0,0,0,1,0,0,0,1,0,0,0,840,727,0,1567,1,0,1,1,2,1,1,0,0,0,6,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1961,1,0,0,2,440,1,0,0,0,1,0,0,0,0,1,0,0,0,21,150,0,0,0,?,0,1,0,0,?,?,?,0,2,2009,1,0,0,0,0,0,0,0,0,Normal
1902,20,0,1,0,0,0,80,14680,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,4,1960,1960,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,793,0,1,0,0,0,0,0,480,1273,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1273,0,0,1273,0,0,1,0,2,1,1,0,0,0,5,1,0,0,0,0,0,0,0,?,?,?,?,?,1,0,0,0,0,0,1960,1,0,0,1,307,1,0,0,0,1,0,0,0,0,1,0,0,483,0,0,0,115,0,?,1,0,0,0,?,?,?,0,6,2009,1,0,0,0,0,0,0,0,0,Normal
1903,90,0,1,0,0,0,?,8145,0,?,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,6,1940,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,246,0,1,0,0,0,0,0,674,920,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1240,1240,0,2480,0,0,2,1,5,2,1,0,0,0,13,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1940,1,0,0,2,400,1,0,0,0,1,0,0,0,0,1,0,0,0,0,57,0,0,0,?,?,?,?,?,?,?,?,0,7,2009,1,0,0,0,0,0,0,0,0,Normal
1904,20,0,1,0,0,0,70,9100,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,6,1954,1954,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,154,0,0,0,0,0,1,694,264,1112,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1112,0,0,1112,1,0,1,0,2,1,1,0,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1954,1,0,0,1,390,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,?,1,0,0,0,?,?,?,0,10,2009,1,0,0,0,0,0,0,0,0,Family
1905,20,0,1,0,0,0,90,13339,0,?,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,6,1960,1960,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,132,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,65,0,0,0,1,0,0,875,621,1561,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1561,0,0,1561,1,0,2,0,3,1,1,0,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1960,0,1,0,2,463,1,0,0,0,1,0,0,0,0,1,0,0,0,148,0,0,120,0,?,?,?,?,?,?,?,?,0,5,2009,1,0,0,0,0,0,0,0,0,Normal
1906,50,0,1,0,0,0,78,15600,0,?,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,7,1949,2005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,312,0,0,1,0,0,0,507,248,1067,0,1,0,0,0,0,0,1,0,1,1,0,0,0,986,537,0,1523,1,0,2,0,3,1,0,0,0,1,7,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1949,1,0,0,1,295,1,0,0,0,1,0,0,0,0,1,0,0,0,0,81,0,0,0,?,?,?,?,?,?,?,?,0,10,2009,1,0,0,0,0,0,0,0,0,Normal
1907,20,0,1,0,0,0,100,17500,0,?,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,5,1954,1954,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,420,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,784,0,0,0,1,0,0,435,91,1310,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1906,0,0,1906,1,0,1,1,3,1,1,0,0,0,6,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1954,1,0,0,2,576,1,0,0,0,1,0,0,0,0,1,0,0,0,201,0,0,0,0,?,?,?,?,?,?,?,?,0,1,2009,1,0,0,0,0,0,0,0,0,Normal
1908,160,0,0,1,0,0,24,1733,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,6,1980,1980,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,516,516,1,0,0,0,1,0,0,0,0,0,1,0,0,0,516,516,0,1032,0,0,1,0,2,1,1,0,0,0,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1980,1,0,0,2,452,1,0,0,0,1,0,0,0,0,1,0,0,279,0,0,0,0,0,?,0,1,0,0,?,?,?,0,5,2009,1,0,0,0,0,0,0,0,0,Normal
1909,160,0,0,1,0,0,24,1488,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,6,1980,1992,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,471,0,1,0,0,0,0,0,90,561,1,0,0,0,1,0,0,0,0,0,1,0,0,0,561,668,0,1229,1,0,1,1,2,1,0,1,0,0,5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1980,0,1,0,2,462,1,0,0,0,1,0,0,0,0,1,0,0,176,0,0,0,0,0,?,0,1,0,0,?,?,?,0,10,2009,1,0,0,0,0,0,0,0,0,Normal
1910,160,0,0,1,0,0,24,1612,0,?,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,6,1980,1980,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,561,561,1,0,0,0,1,0,0,0,0,0,1,0,0,0,561,668,0,1229,0,0,1,1,2,1,1,0,0,0,5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1980,0,1,0,2,462,1,0,0,0,1,0,0,0,0,1,0,0,154,0,0,0,0,0,?,1,0,0,0,?,?,?,0,7,2009,1,0,0,0,0,0,0,0,0,Normal
1911,80,0,1,0,0,0,?,13607,0,?,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,6,1986,1986,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,242,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,454,0,1,0,0,0,0,0,118,572,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1182,800,0,1982,1,0,2,1,3,1,1,0,0,0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1986,0,1,0,2,501,1,0,0,0,1,0,0,0,0,1,0,0,400,112,0,0,0,0,?,?,?,?,?,0,1,0,1500,4,2009,1,0,0,0,0,0,0,0,0,Normal
1912,20,0,1,0,0,0,?,17597,0,?,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,9,1971,2009,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,803,0,0,0,0,0,1,419,581,1803,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2365,0,0,2365,1,0,2,0,3,1,0,0,1,0,7,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1971,0,1,0,2,551,1,0,0,0,1,0,0,0,0,1,0,0,200,144,0,0,0,0,?,0,1,0,0,?,?,?,0,7,2009,1,0,0,0,0,0,0,0,0,Normal
1913,70,0,0,1,0,0,50,8660,0,?,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,6,1900,1993,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,760,760,1,0,0,0,0,0,1,0,0,1,1,0,0,0,928,928,312,2168,0,0,2,0,5,1,0,1,0,0,11,1,0,0,0,0,0,0,0,?,?,?,?,?,0,1,0,0,0,0,1998,1,0,0,2,576,1,0,0,0,1,0,0,0,0,1,0,0,467,160,78,0,0,0,?,?,?,?,?,?,?,?,0,12,2009,1,0,0,0,0,0,0,0,0,Normal
