MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,YearBuilt,YearRemodAdd,GarageYrBlt,MoSold,GarageCars,Fireplaces,TotRmsAbvGrd,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,OverallQual,OverallCond,YrSold,MSSubClass,LowQualFinSF,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,0.1678082192,0.046273575,0,0.1605244507,0,0.0573630137,0.170212766,0.1620009179,0,0.1330067822,0.2708039492,0,0,0,0.6739130435,0.25,0.5909090909,2,0.25,0,0.25,0.3333333333,0,0.3333333333,0,0.375,0.3333333333,5,5,0.5,20,0,0,0,0,0,0.131370643
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,WdShing,'Wd Shng',Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,New,Partial,0.2191780822,0.0496576223,0.17875,0.1768249468,0,0.0757705479,0.1923076923,0.1945846719,0.5530266344,0.3749058026,0.5190409027,0.1715285881,0.0383912249,0,0.9637681159,0.9333333333,0.9545454545,7,0.75,0.6666666667,0.75,0.3333333333,0,1,0,0.5,0.3333333333,9,5,0,60,0,0,0,0,0,0.4306346341
RL,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,0,0.0545373811,0,0.1305811481,0,0.0749143836,0.1492635025,0.1326296466,0,0.1088922381,0.2482369535,0.1633605601,0,0,0.652173913,0.2,0.5636363636,9,0.25,0,0.1666666667,0.3333333333,0,0.3333333333,0,0.25,0.3333333333,5,6,0.5,20,0,0,0.3666666667,0,0,0.1515067352
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,New,Partial,0.2397260274,0.043712169,0.19125,0,0,0.6395547945,0.2445171849,0.2661771455,0,0.2185380558,0.5923836389,0.186697783,0.0603290676,0,0.9710144928,0.95,0.9636363636,8,0.75,0.3333333333,0.4166666667,0,0,0.6666666667,0,0.375,0.3333333333,7,5,0.25,20,0,0,0,0,0,0.3396750451
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y,NA,GdWo,NA,WD,Normal,0,0.0449648274,0.1325,0.1298724309,0,0.2226027397,0.2050736498,0.2108765489,0,0.1731348907,0.2482369535,0,0.3893967093,0.3188405797,0.6376811594,0.1666666667,0.5454545455,5,0.25,0.3333333333,0.25,0.3333333333,0,0.3333333333,0.5,0.25,0.3333333333,6,5,0.5,20,0,0,0,0,0,0.1695597834
RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,'Wd Sdng','Wd Sdng',None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,GdPrv,NA,WD,Normal,0.102739726,0.0225291547,0,0,0,0.3561643836,0.1361702128,0.1193207894,0,0.0979653353,0.4062059238,0.0560093349,0.2047531993,0,0.4130434783,0.85,0.8272727273,7,0.5,0,0.25,0,0,0.3333333333,0,0.25,0.3333333333,7,8,0.25,45,0,0,0,0,0,0.134842383
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,'Wd Sdng','Wd Sdng',BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,Shed,WD,Normal,0,0.046465213,0.1125,0.1024096386,0,0.1823630137,0.1643207856,0.1537402478,0,0.1262245667,0.3385049365,0,0,0,0.7101449275,0.3333333333,0.6363636364,3,0.5,0.3333333333,0.25,0.3333333333,0,0.3333333333,0,0.25,0.3333333333,6,7,1,20,0,0,0,0,0.0451612903,0.1584502152
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,Slab,NA,NA,NA,NA,NA,GasA,TA,Y,SBrkr,TA,Typ,NA,CarPort,Unf,TA,TA,Y,NA,NA,Shed,WD,Normal,0.1746575342,0.0443618687,0,0,0,0,0,0.2207434603,0,0.1812358704,0.3638928068,0,0,0,0.6884057971,0.2833333333,0.6090909091,10,0.5,0,0.3333333333,0,0,0.6666666667,0,0.25,0.6666666667,4,5,0,90,0,0,0,0,0.0322580645,0.0765171504
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,0.154109589,0.0579354507,0,0.1144578313,0,0.2003424658,0.1823240589,0.178981184,0,0.146948003,0.4062059238,0,0.1864716636,0,0.9565217391,0.9,0.9454545455,6,0.5,0,0.3333333333,0.3333333333,0,0.3333333333,0.5,0.375,0.3333333333,5,5,0.5,20,0,0,0,0,0,0.1723371754
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,NA,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,COD,Abnorml,0.1678082192,0.0292598565,0,0.08929837,0,0.2247431507,0.1684124386,0.2306103717,0,0.18933685,0.2073342736,0,0,0,0.6231884058,0.25,0.5272727273,5,0.25,0,0.3333333333,0,0,0.3333333333,0,0.375,0.3333333333,5,6,0.75,20,0,0,0,0,0,0.1445632551
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,RFn,TA,TA,Y,NA,NA,NA,New,Partial,0.2739726027,0.0603659819,0.2375,0,0,0.4957191781,0.1895253682,0.1890775585,0.5898305085,0.3847023361,0.601551481,0.2800466744,0.281535649,0,0.9637681159,0.9333333333,0.9545454545,11,0.75,0.3333333333,0.5833333333,0,0,1,0.5,0.5,0.3333333333,8,5,0,60,0,0,0,0,0,0.4032773226
RM,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,'Wd Sdng','Wd Sdng',None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseF,Gd,Typ,Gd,Attchd,Unf,TA,TA,N,NA,GdPrv,NA,WD,Normal,0.1232876712,0.0287410316,0,0,0,0.2726883562,0.1042553191,0.1776044057,0,0.1458176338,0.197461213,0,0,0.3713768116,0.4202898551,0,0.2727272727,6,0.25,0.3333333333,0.3333333333,0,0,0.3333333333,0,0.375,0.3333333333,7,7,0.25,45,0,0,0,0,0,0.1451187335
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,0.1849315068,0.0394587394,0.175625,0,0,0.7607020548,0.2908346972,0.3352455255,0,0.2752449133,0.3765867419,0.1995332555,0.2906764168,0,0.9420289855,0.8666666667,0.9272727273,9,0.5,0.3333333333,0.4166666667,0,0,0.6666666667,0,0.375,0.3333333333,8,5,0.5,20,0,0,0,0,0,0.2709345924
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,0.0787671233,0.013667064,0,0.1488306166,0,0.0856164384,0.170212766,0.166590179,0,0.1367746797,0.4033850494,0.1166861144,0.2010968921,0,0.7536231884,0.4333333333,0.6909090909,6,0.5,0.3333333333,0.3333333333,0.3333333333,0,0.3333333333,0,0.375,0.3333333333,5,7,0.25,120,0,0,0,0,0,0.1319261214
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,Gd,CBlock,TA,TA,Mn,Rec,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,0,0.0324662881,0,0.0333097094,0.4531886024,0.0873287671,0.1734860884,0.166590179,0,0.1367746797,0.1904090268,0.4737456243,0.1645338208,0,0.6956521739,0.85,0.6181818182,5,0.25,0.3333333333,0.3333333333,0.3333333333,0,0.3333333333,0,0.375,0.3333333333,5,8,1,20,0,0,0,0,0,0.1653936953
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,0.3047945205,0.0604360934,0.4,0,0,0.6703767123,0.2563011457,0.2905002295,0,0.2385079126,0.6276445698,0,0.1023765996,0,0.9782608696,0.95,0.9727272727,7,0.75,0.3333333333,0.4166666667,0,0,0.6666666667,0,0.375,0.3333333333,8,5,0.75,20,0,0,0,0,0,0.3074572976
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,'Wd Sdng','Wd Sdng',None,TA,TA,CBlock,TA,TA,Mn,BLQ,Rec,GasA,TA,Y,SBrkr,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,0.1335616438,0.0275771811,0,0.0414599575,0.3297150611,0.0770547945,0.147299509,0.1298760899,0,0.1066314996,0.4062059238,0.2590431739,0.0585009141,0,0.5724637681,0.8333333333,0.9545454545,5,0.5,0,0.25,0,0.5,0.3333333333,0,0.375,0.3333333333,5,7,1,20,0,0,0,0,0,0.1387307318
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,0.2636986301,0.0475729744,0.125,0.215804394,0,0.2080479452,0.2788870704,0.3143643873,0,0.2581009797,0.5444287729,0,0.0914076782,0,0.9782608696,0.9666666667,0.9818181818,5,0.75,0.3333333333,0.4166666667,0.3333333333,0,0.6666666667,0,0.375,0.3333333333,8,5,1,20,0,0,0,0,0,0.3764754895
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Gd,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,0.0890410959,0.0702096333,0,0.2262579731,0,0.0886130137,0.2428805237,0.2905002295,0,0.2385079126,0.2249647391,0.3360560093,0.4716636197,0,0.615942029,0.7833333333,0.5181818182,12,0.25,0.6666666667,0.3333333333,0.3333333333,0,0.3333333333,0,0.25,0.3333333333,5,6,0,20,0,0,0,0,0,0.2396889321
RM,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Fa,N,SBrkr,Fa,Typ,NA,Detchd,Unf,Fa,TA,Y,NA,NA,NA,WD,Normal,0.1335616438,0.0234826708,0,0,0,0.2226027397,0.085106383,0.0426801285,0,0.0350414469,0.1692524683,0.057176196,0,0.1576086957,0.3985507246,0,0.1818181818,5,0.25,0,0.1666666667,0,0,0.3333333333,0,0.125,0.3333333333,4,6,0.5,30,0,0,0,0,0,0.0466601861
'C (all)',Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,Gambrel,CompShg,BrkFace,BrkFace,None,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,NA,Detchd,Unf,TA,Fa,N,NA,MnPrv,NA,WD,Normal,0.0993150685,0.0336535091,0,0,0,0.2778253425,0.1062193126,0.0722808628,0.3234866828,0.1851921628,0.1763046544,0,0.0987202925,0.3115942029,0.347826087,0,0.1818181818,7,0.25,0,0.3333333333,0,0,0.3333333333,0,0.375,0.3333333333,4,4,0.5,70,0,0,0,0,0,0.0070823497
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,NA,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,0,0.0338591694,0,0,0,0.5256849315,0.2009819967,0.2051399725,0,0.1684250188,0.1911142454,0,0.1188299817,0,0.6811594203,0.9333333333,0.6,6,0.25,0,0.3333333333,0,0,0.3333333333,0.5,0.375,0.3333333333,5,6,0.5,20,0,0,0,0,0,0.1589362589
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,0.2191780822,0.0455677861,0,0,0,0.5282534247,0.2019639935,0.2065167508,0,0.1695553881,0.341325811,0,0.0548446069,0,0.9782608696,0.95,0.9727272727,1,0.5,0,0.4166666667,0,0,0.6666666667,0,0.375,0.3333333333,8,5,0.5,20,0,0,0,0,0,0.2013609221
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,0.1678082192,0.0432447592,0,0.180368533,0,0.1626712329,0.2288052373,0.3134465351,0,0.2573474002,0.3152327221,0,0.0694698355,0,0.6304347826,0.15,0.5363636364,4,0.5,0.3333333333,0.3333333333,0,0.5,0.3333333333,0.5,0.5,0.3333333333,5,5,1,20,0,0,0,0,0,0.1813636995
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,0.1335616438,0.0281053542,0.15375,0.2042877392,0,0.1746575342,0.2554828151,0.2815511703,0,0.2311605124,0.3921015515,0.2368728121,0.0859232176,0,0.9637681159,0.9166666667,0.9545454545,8,0.5,0.3333333333,0.3333333333,0.3333333333,0,0.6666666667,0,0.25,0.3333333333,9,5,0.25,120,0,0,0,0,0,0.3368976531
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,0.2979452055,0.0566407254,0.0825,0,0,0.4781678082,0.1828150573,0.183111519,0.6392251816,0.3990203466,0.4873060649,0.1318553092,0.0585009141,0,0.9565217391,0.9166666667,0.9454545455,9,0.75,0.3333333333,0.5833333333,0,0,1,0.5,0.5,0.3333333333,8,5,0,60,0,0,0,0,0,0.3806415776
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,0.3116438356,0.0446797074,0,0,0,0.4696061644,0.1795417349,0.1750803121,0,0.1437452901,0.4739069111,0.4574095683,0.1170018282,0,0.884057971,0.75,0.8636363636,6,0.5,0,0.3333333333,0,0,0.3333333333,0.5,0.375,0.3333333333,5,5,0.75,20,0,0,0,0,0,0.1528954312
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,'Wd Sdng','Wd Sdng',BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,0.1815068493,0.0338030802,0.40625,0.2149184975,0,0.0359589041,0.2122749591,0.2209729234,0,0.1814242653,0.3511988717,0,0,0,0.5942028986,0.6666666667,0.4909090909,10,0.5,0.3333333333,0.25,0,0.5,0.3333333333,0,0.375,0.3333333333,5,6,0.75,20,0,0,0,0,0,0.1640049993
