MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,YearBuilt,YearRemodAdd,GarageYrBlt,MoSold,GarageCars,Fireplaces,TotRmsAbvGrd,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,OverallQual,OverallCond,YrSold,MSSubClass,LowQualFinSF,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice
RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,'Wd Sdng','Wd Sdng',None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,GdPrv,NA,WD,Normal,51,6120,0,0,0,832,832,854,0,854,576,48,112,0,1929,2001,1991,7,2,0,5,0,0,1,0,2,1,7,8,2007,45,0,0,0,0,0,132000
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,'Wd Sdng','Wd Sdng',BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,Shed,WD,Normal,0,11241,180,578,0,426,1004,1004,0,1004,480,0,0,0,1970,1970,1970,3,2,1,5,1,0,1,0,2,1,6,7,2010,20,0,0,0,0,700,149000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,Slab,NA,NA,NA,NA,NA,GasA,TA,Y,SBrkr,TA,Typ,NA,CarPort,Unf,TA,TA,Y,NA,NA,Shed,WD,Normal,72,10791,0,0,0,0,0,1296,0,1296,516,0,0,0,1967,1967,1967,10,2,0,6,0,0,2,0,2,2,4,5,2006,90,0,0,0,0,500,90000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,66,13695,0,646,0,468,1114,1114,0,1114,576,0,102,0,2004,2004,2004,6,2,0,6,1,0,1,1,3,1,5,5,2008,20,0,0,0,0,0,159000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,NA,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,COD,Abnorml,70,7560,0,504,0,525,1029,1339,0,1339,294,0,0,0,1958,1965,1958,5,1,0,6,0,0,1,0,3,1,5,6,2009,20,0,0,0,0,0,139000
RM,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,'Wd Sdng','Wd Sdng',None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseF,Gd,Typ,Gd,Attchd,Unf,TA,TA,N,NA,GdPrv,NA,WD,Normal,57,7449,0,0,0,637,637,1108,0,1108,280,0,0,205,1930,1950,1930,6,1,1,6,0,0,1,0,3,1,7,7,2007,45,0,0,0,0,0,139400
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,75,9742,281,0,0,1777,1777,1795,0,1795,534,171,159,0,2002,2002,2002,9,2,1,7,0,0,2,0,3,1,8,5,2008,20,0,0,0,0,0,230000
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,44,4224,0,840,0,200,1040,1060,0,1060,572,100,110,0,1976,1976,1976,6,2,1,6,1,0,1,0,3,1,5,7,2007,120,0,0,0,0,0,129900
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,Gd,CBlock,TA,TA,Mn,Rec,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,0,8246,0,188,668,204,1060,1060,0,1060,270,406,90,0,1968,2001,1968,5,1,1,6,1,0,1,0,3,1,5,8,2010,20,0,0,0,0,0,154000
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,'Wd Sdng','Wd Sdng',None,TA,TA,CBlock,TA,TA,Mn,BLQ,Rec,GasA,TA,Y,SBrkr,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,60,7200,0,234,486,180,900,900,0,900,576,222,32,0,1951,2000,2005,5,2,0,5,0,1,1,0,3,1,5,7,2010,20,0,0,0,0,0,134800
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Gd,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,47,16321,0,1277,0,207,1484,1600,0,1600,319,288,258,0,1957,1997,1957,12,1,2,6,1,0,1,0,2,1,5,6,2006,20,0,0,0,0,0,207500
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,NA,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,0,8544,0,0,0,1228,1228,1228,0,1228,271,0,65,0,1966,2006,1966,6,1,0,6,0,0,1,1,3,1,5,6,2008,20,0,0,0,0,0,149350
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,85,11049,0,0,0,1234,1234,1234,0,1234,484,0,30,0,2007,2007,2007,1,2,0,7,0,0,2,0,3,1,8,5,2008,20,0,0,0,0,0,179900
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,70,10552,0,1018,0,380,1398,1700,0,1700,447,0,38,0,1959,1959,1959,4,2,1,6,0,1,1,1,4,1,5,5,2010,20,0,0,0,0,0,165500
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,112,10859,0,0,0,1097,1097,1097,0,1097,672,392,64,0,1994,1995,1995,6,2,0,6,0,0,1,1,3,1,5,5,2009,20,0,0,0,0,0,145000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,'Wd Sdng','Wd Sdng',BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,74,8532,650,1213,0,84,1297,1297,0,1297,498,0,0,0,1954,1990,1954,10,2,1,5,0,1,1,0,3,1,5,6,2009,20,0,0,0,0,0,153000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Abnorml,68,7922,0,731,0,326,1057,1057,0,1057,246,0,52,0,1953,2007,1953,1,1,0,5,1,0,1,0,3,1,5,7,2010,20,0,0,0,0,0,109000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,'Wd Sdng','Wd Sdng',BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,NA,GdWo,NA,WD,Abnorml,84,8658,101,643,0,445,1088,1324,0,1324,440,0,138,0,1965,1965,1965,12,2,1,6,0,0,2,0,3,1,6,5,2006,20,0,0,0,0,0,160000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,Gd,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,P,NA,NA,NA,WD,Normal,115,16905,0,967,0,383,1350,1328,0,1328,308,0,104,0,1959,1959,1959,7,1,2,5,0,1,1,1,2,1,5,6,2007,20,0,0,0,0,0,170000
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,ALQ,LwQ,GasA,Gd,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,Gd,Y,NA,MnPrv,NA,WD,Normal,0,9180,0,747,93,0,840,884,0,884,504,240,0,0,1983,1983,1983,12,2,0,5,1,0,1,0,2,1,5,7,2007,85,0,0,0,0,0,144000
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,Av,LwQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,0,9200,0,280,491,167,938,938,0,938,308,145,0,0,1975,1980,1977,7,1,0,5,1,0,1,0,3,1,5,6,2008,20,0,0,0,0,0,130250
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,'Wd Sdng',None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Ex,Y,FuseA,TA,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,70,7945,0,179,506,465,1150,1150,0,1150,300,0,0,0,1959,1959,1959,5,1,0,6,1,0,1,0,3,1,5,6,2006,20,0,0,0,0,0,141000
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Ex,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Abnorml,48,12822,0,1351,0,83,1434,1518,631,2149,670,168,43,0,2003,2003,2003,8,2,1,6,1,0,1,1,1,1,7,5,2009,50,0,0,198,0,0,239686
FV,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,84,11096,0,24,0,1632,1656,1656,0,1656,826,0,146,0,2006,2006,2006,7,3,0,7,0,0,2,0,3,1,8,5,2007,20,0,0,0,0,0,249700
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,NA,NA,NA,NA,NA,N,NA,NA,NA,New,Partial,33,4456,0,0,0,736,736,736,716,1452,0,0,0,102,1920,2008,0,6,0,0,8,0,0,2,0,2,3,4,5,2009,190,0,0,0,0,0,113000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,66,7742,0,763,0,192,955,955,0,955,386,0,0,0,1966,1966,1966,1,1,0,6,1,0,1,0,3,1,5,7,2007,20,0,0,0,0,0,127000
RL,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,0,13869,0,182,0,612,794,794,676,1470,388,0,75,0,1997,1997,1997,7,2,0,6,0,1,2,0,3,1,6,6,2007,60,0,0,0,0,0,177000
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,'Wd Sdng','Wd Sdng',None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,NA,MnPrv,Shed,WD,Normal,52,6240,0,0,0,816,816,816,0,1176,528,112,0,0,1934,1950,1985,9,2,1,6,0,0,1,0,3,1,6,6,2006,50,360,0,0,0,400,114500
RM,Grvl,NA,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,Gable,CompShg,'Wd Sdng','Wd Sdng',None,Fa,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,GasA,TA,N,SBrkr,TA,Typ,NA,CarPort,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,110,8472,0,104,712,0,816,816,0,816,516,106,0,0,1963,1963,1963,5,2,0,5,1,0,1,0,2,1,5,5,2010,90,0,0,0,0,0,110000
RL,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,TA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,60,7134,0,384,0,0,384,1360,0,1360,572,0,50,0,1955,1955,1962,2,2,1,6,0,0,1,0,3,1,5,5,2007,80,0,0,0,0,0,130000
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,100,10175,272,490,0,935,1425,1425,0,1425,576,0,0,0,1964,1964,1964,7,2,1,7,0,0,2,0,3,1,6,5,2008,20,0,407,0,0,0,180500
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Abnorml,24,2645,456,649,0,321,970,983,756,1739,480,115,0,0,1999,2000,1999,8,2,0,7,1,0,2,1,3,1,8,5,2009,160,0,0,0,0,0,172500
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,89,11645,0,0,0,860,860,860,860,1720,565,0,70,0,2004,2004,2004,8,2,0,7,0,0,2,1,3,1,7,5,2006,60,0,0,0,0,0,196500
RL,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,60,7200,0,632,0,148,780,780,0,780,352,196,0,0,1972,1972,1973,1,1,0,4,0,0,1,0,2,1,5,7,2008,20,0,0,0,0,0,124900
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,New,Partial,63,13072,0,941,0,217,1158,1158,0,1158,576,0,50,0,2004,2004,2006,5,2,0,5,1,0,1,1,3,1,6,5,2006,20,0,0,0,0,0,158000
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,TA,N,SBrkr,Fa,Typ,NA,Detchd,Unf,TA,TA,N,NA,NA,NA,WD,Normal,60,7200,0,0,0,530,530,581,530,1111,288,0,0,144,1920,1996,1935,3,1,0,6,0,0,1,0,3,1,5,7,2007,75,0,0,0,0,0,101000
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,44,6442,178,24,0,1346,1370,1370,0,1370,484,120,49,0,2006,2006,2006,10,2,1,6,0,0,2,0,2,1,8,5,2007,120,0,0,0,0,0,202500
RM,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,GdPrv,NA,WD,Normal,50,10300,0,0,0,576,576,902,808,1710,480,12,11,64,1921,1950,1990,4,2,0,9,0,0,2,0,3,1,7,6,2010,70,0,0,0,0,0,140000
