MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,YearBuilt,YearRemodAdd,GarageYrBlt,MoSold,GarageCars,Fireplaces,TotRmsAbvGrd,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,OverallQual,OverallCond,YrSold,MSSubClass,LowQualFinSF,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,'\'(67.5-72.5]\'','\'(11067.5-12207]\'','\'(-inf-0.5]\'','\'(749-927]\'','\'(-inf-14]\'','\'(74.5-172.5]\'','\'(990.5-1087]\'','\'(1003.5-1088.5]\'','\'(-inf-55]\'','\'(911-1062.5]\'','\'(382-439.5]\'','\'(-inf-6]\'','\'(-inf-2]\'','\'(-inf-9.5]\'','\'(1957.5-1965.5]\'','\'(1963.5-1972.5]\'','\'(1957.5-1965.5]\'',2,1,0,5,1,0,1,0,3,1,5,5,2008,20,'\'(-inf-57.2]\'','\'(-inf-50.8]\'','\'(-inf-48]\'','\'(-inf-73.8]\'','\'(-inf-1550]\'',129500
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,WdShing,'Wd Shng',Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,New,Partial,'\'(84.5-94.5]\'','\'(11067.5-12207]\'','\'(285.5-346]\'','\'(927-1167.5]\'','\'(-inf-14]\'','\'(172.5-279.5]\'','\'(1087-1215.5]\'','\'(1088.5-1187.5]\'','\'(976-1151.5]\'','\'(2164-inf)\'','\'(618.5-756.5]\'','\'(142.5-160.5]\'','\'(2-26.5]\'','\'(-inf-9.5]\'','\'(2003.5-2005.5]\'','\'(2004.5-2006.5]\'','\'(2003.5-2005.5]\'',7,3,2,11,1,0,3,0,4,1,9,5,2006,60,'\'(-inf-57.2]\'','\'(-inf-50.8]\'','\'(-inf-48]\'','\'(-inf-73.8]\'','\'(-inf-1550]\'',345000
RL,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,?,'\'(12207-14408.5]\'','\'(-inf-0.5]\'','\'(649.5-749]\'','\'(-inf-14]\'','\'(172.5-279.5]\'','\'(909-990.5]\'','\'(848.5-919]\'','\'(-inf-55]\'','\'(911-1062.5]\'','\'(289-382]\'','\'(118.5-142.5]\'','\'(-inf-2]\'','\'(-inf-9.5]\'','\'(1957.5-1965.5]\'','\'(1950.5-1963.5]\'','\'(1957.5-1965.5]\'',9,1,0,4,1,0,1,0,2,1,5,6,2008,20,'\'(-inf-57.2]\'','\'(-inf-50.8]\'','\'(144-192]\'','\'(-inf-73.8]\'','\'(-inf-1550]\'',144000
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,New,Partial,'\'(84.5-94.5]\'','\'(10198.5-11067.5]\'','\'(285.5-346]\'','\'(-inf-1]\'','\'(-inf-14]\'','\'(1233-inf)\'','\'(1390.5-1603]\'','\'(1485-1683]\'','\'(-inf-55]\'','\'(1458.5-1576.5]\'','\'(756.5-inf)\'','\'(142.5-160.5]\'','\'(26.5-37]\'','\'(-inf-9.5]\'','\'(2005.5-inf)\'','\'(2006.5-inf)\'','\'(2005.5-inf)\'',8,3,1,7,0,0,2,0,3,1,7,5,2007,20,'\'(-inf-57.2]\'','\'(-inf-50.8]\'','\'(-inf-48]\'','\'(-inf-73.8]\'','\'(-inf-1550]\'',279500
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y,NA,GdWo,NA,WD,Normal,?,'\'(10198.5-11067.5]\'','\'(181-229]\'','\'(649.5-749]\'','\'(-inf-14]\'','\'(477.5-604.5]\'','\'(1215.5-1390.5]\'','\'(1187.5-1317]\'','\'(-inf-55]\'','\'(1203.5-1337.5]\'','\'(289-382]\'','\'(-inf-6]\'','\'(164-inf)\'','\'(159-184.5]\'','\'(1957.5-1965.5]\'','\'(1950.5-1963.5]\'','\'(1957.5-1965.5]\'',5,1,1,5,1,0,1,1,2,1,6,5,2008,20,'\'(-inf-57.2]\'','\'(-inf-50.8]\'','\'(-inf-48]\'','\'(-inf-73.8]\'','\'(-inf-1550]\'',157000
RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,'Wd Sdng','Wd Sdng',None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,GdPrv,NA,WD,Normal,'\'(43.5-53.5]\'','\'(5000.5-7088]\'','\'(-inf-0.5]\'','\'(-inf-1]\'','\'(-inf-14]\'','\'(737.5-897.5]\'','\'(755.5-839.5]\'','\'(848.5-919]\'','\'(-inf-55]\'','\'(-inf-911]\'','\'(559-618.5]\'','\'(6-96.5]\'','\'(95.5-119.5]\'','\'(-inf-9.5]\'','\'(1924.5-1947.5]\'','\'(1998.5-2002.5]\'','\'(1980.5-1993.5]\'',7,2,0,5,0,0,1,0,2,1,7,8,2007,45,'\'(-inf-57.2]\'','\'(-inf-50.8]\'','\'(-inf-48]\'','\'(-inf-73.8]\'','\'(-inf-1550]\'',132000
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,'Wd Sdng','Wd Sdng',BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,Shed,WD,Normal,?,'\'(11067.5-12207]\'','\'(145.5-181]\'','\'(552.5-649.5]\'','\'(-inf-14]\'','\'(374.5-477.5]\'','\'(990.5-1087]\'','\'(1003.5-1088.5]\'','\'(-inf-55]\'','\'(911-1062.5]\'','\'(478.5-515.5]\'','\'(-inf-6]\'','\'(-inf-2]\'','\'(-inf-9.5]\'','\'(1965.5-1973.5]\'','\'(1963.5-1972.5]\'','\'(1965.5-1973.5]\'',3,2,1,5,1,0,1,0,2,1,6,7,2010,20,'\'(-inf-57.2]\'','\'(-inf-50.8]\'','\'(-inf-48]\'','\'(-inf-73.8]\'','\'(-inf-1550]\'',149000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,Slab,NA,NA,NA,NA,NA,GasA,TA,Y,SBrkr,TA,Typ,NA,CarPort,Unf,TA,TA,Y,NA,NA,Shed,WD,Normal,'\'(67.5-72.5]\'','\'(10198.5-11067.5]\'','\'(-inf-0.5]\'','\'(-inf-1]\'','\'(-inf-14]\'','\'(-inf-74.5]\'','\'(-inf-636.5]\'','\'(1187.5-1317]\'','\'(-inf-55]\'','\'(1203.5-1337.5]\'','\'(515.5-559]\'','\'(-inf-6]\'','\'(-inf-2]\'','\'(-inf-9.5]\'','\'(1965.5-1973.5]\'','\'(1963.5-1972.5]\'','\'(1965.5-1973.5]\'',10,2,0,6,0,0,2,0,2,2,4,5,2006,90,'\'(-inf-57.2]\'','\'(-inf-50.8]\'','\'(-inf-48]\'','\'(-inf-73.8]\'','\'(-inf-1550]\'',90000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,'\'(60.5-67.5]\'','\'(12207-14408.5]\'','\'(-inf-0.5]\'','\'(552.5-649.5]\'','\'(-inf-14]\'','\'(374.5-477.5]\'','\'(1087-1215.5]\'','\'(1088.5-1187.5]\'','\'(-inf-55]\'','\'(1062.5-1203.5]\'','\'(559-618.5]\'','\'(-inf-6]\'','\'(95.5-119.5]\'','\'(-inf-9.5]\'','\'(2003.5-2005.5]\'','\'(2002.5-2004.5]\'','\'(2003.5-2005.5]\'',6,2,0,6,1,0,1,1,3,1,5,5,2008,20,'\'(-inf-57.2]\'','\'(-inf-50.8]\'','\'(-inf-48]\'','\'(-inf-73.8]\'','\'(-inf-1550]\'',159000
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,NA,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,COD,Abnorml,'\'(67.5-72.5]\'','\'(7088-8066]\'','\'(-inf-0.5]\'','\'(443.5-552.5]\'','\'(-inf-14]\'','\'(477.5-604.5]\'','\'(990.5-1087]\'','\'(1317-1485]\'','\'(-inf-55]\'','\'(1337.5-1458.5]\'','\'(289-382]\'','\'(-inf-6]\'','\'(-inf-2]\'','\'(-inf-9.5]\'','\'(1957.5-1965.5]\'','\'(1963.5-1972.5]\'','\'(1957.5-1965.5]\'',5,1,0,6,0,0,1,0,3,1,5,6,2009,20,'\'(-inf-57.2]\'','\'(-inf-50.8]\'','\'(-inf-48]\'','\'(-inf-73.8]\'','\'(-inf-1550]\'',139000
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,RFn,TA,TA,Y,NA,NA,NA,New,Partial,'\'(94.5-inf)\'','\'(12207-14408.5]\'','\'(346-472.5]\'','\'(-inf-1]\'','\'(-inf-14]\'','\'(897.5-1233]\'','\'(1087-1215.5]\'','\'(1088.5-1187.5]\'','\'(1151.5-inf)\'','\'(2164-inf)\'','\'(756.5-inf)\'','\'(209.5-251]\'','\'(119.5-164]\'','\'(-inf-9.5]\'','\'(2003.5-2005.5]\'','\'(2004.5-2006.5]\'','\'(2003.5-2005.5]\'',11,3,1,9,0,0,3,1,4,1,8,5,2006,60,'\'(-inf-57.2]\'','\'(-inf-50.8]\'','\'(-inf-48]\'','\'(-inf-73.8]\'','\'(-inf-1550]\'',325300
RM,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,'Wd Sdng','Wd Sdng',None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseF,Gd,Typ,Gd,Attchd,Unf,TA,TA,N,NA,GdPrv,NA,WD,Normal,'\'(53.5-59.5]\'','\'(7088-8066]\'','\'(-inf-0.5]\'','\'(-inf-1]\'','\'(-inf-14]\'','\'(604.5-737.5]\'','\'(636.5-755.5]\'','\'(1088.5-1187.5]\'','\'(-inf-55]\'','\'(1062.5-1203.5]\'','\'(237-289]\'','\'(-inf-6]\'','\'(-inf-2]\'','\'(184.5-215]\'','\'(1924.5-1947.5]\'','\'(-inf-1950.5]\'','\'(-inf-1945.5]\'',6,1,1,6,0,0,1,0,3,1,7,7,2007,45,'\'(-inf-57.2]\'','\'(-inf-50.8]\'','\'(-inf-48]\'','\'(-inf-73.8]\'','\'(-inf-1550]\'',139400
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,'\'(72.5-78.5]\'','\'(9485-10198.5]\'','\'(229-285.5]\'','\'(-inf-1]\'','\'(-inf-14]\'','\'(1233-inf)\'','\'(1603-inf)\'','\'(1683-inf)\'','\'(-inf-55]\'','\'(1709.5-1870.5]\'','\'(515.5-559]\'','\'(160.5-187.5]\'','\'(119.5-164]\'','\'(-inf-9.5]\'','\'(1997.5-2003.5]\'','\'(1998.5-2002.5]\'','\'(1999.5-2003.5]\'',9,2,1,7,0,0,2,0,3,1,8,5,2008,20,'\'(-inf-57.2]\'','\'(-inf-50.8]\'','\'(-inf-48]\'','\'(-inf-73.8]\'','\'(-inf-1550]\'',230000
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,'\'(43.5-53.5]\'','\'(-inf-5000.5]\'','\'(-inf-0.5]\'','\'(749-927]\'','\'(-inf-14]\'','\'(172.5-279.5]\'','\'(990.5-1087]\'','\'(1003.5-1088.5]\'','\'(-inf-55]\'','\'(911-1062.5]\'','\'(559-618.5]\'','\'(96.5-118.5]\'','\'(95.5-119.5]\'','\'(-inf-9.5]\'','\'(1973.5-1984.5]\'','\'(1972.5-1983.5]\'','\'(1973.5-1980.5]\'',6,2,1,6,1,0,1,0,3,1,5,7,2007,120,'\'(-inf-57.2]\'','\'(-inf-50.8]\'','\'(-inf-48]\'','\'(-inf-73.8]\'','\'(-inf-1550]\'',129900
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,Gd,CBlock,TA,TA,Mn,Rec,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,?,'\'(8066-8797.5]\'','\'(-inf-0.5]\'','\'(1-209.5]\'','\'(607-779.5]\'','\'(172.5-279.5]\'','\'(990.5-1087]\'','\'(1003.5-1088.5]\'','\'(-inf-55]\'','\'(911-1062.5]\'','\'(237-289]\'','\'(325.5-inf)\'','\'(71-95.5]\'','\'(-inf-9.5]\'','\'(1965.5-1973.5]\'','\'(1998.5-2002.5]\'','\'(1965.5-1973.5]\'',5,1,1,6,1,0,1,0,3,1,5,8,2010,20,'\'(-inf-57.2]\'','\'(-inf-50.8]\'','\'(-inf-48]\'','\'(-inf-73.8]\'','\'(-inf-1550]\'',154000
